date,Away Team,Away Record,Away Score,Home Team,Home Record,Home Score,Away 1st_x,Home 1st_x,YRFI,away_team,home_team,away_starter,away_hand,home_starter,home_hand,Away 1st_y,Home 1st_y,home_starter_clean,home_era,away_starter_clean,away_era,day_of_week,same_hand
2025-04-13,Detroit Tigers,9-6,1.0,Minnesota Twins,5-11,5.0,0.0,1.0,1,Detroit Tigers,Minnesota Twins,C. Mize (R),R,S. Woods Richardson (R),R,0.0,1.0,S. Woods Richardson,4.3,C. Mize,2.6,6,1
2025-04-13,San Francisco Giants,11-4,5.0,New York Yankees,8-7,4.0,0.0,1.0,1,San Francisco Giants,New York Yankees,L. Webb (R),R,C. Rodon (L),L,0.0,1.0,C. Rodon,4.34,L. Webb,2.4,6,0
2025-04-13,Colorado Rockies,3-12,0.0,San Diego Padres,13-3,6.0,0.0,4.0,1,Colorado Rockies,San Diego Padres,K. Freeland (L),L,M. King (R),R,0.0,4.0,M. King,2.42,K. Freeland,4.88,6,0
2025-04-13,Texas Rangers,9-7,1.0,Seattle Mariners,8-8,3.0,0.0,2.0,1,Texas Rangers,Seattle Mariners,N. Eovaldi (R),R,L. Gilbert (R),R,0.0,2.0,L. Gilbert,2.38,N. Eovaldi,2.55,6,1
2025-04-13,Philadelphia Phillies,9-6,0.0,St. Louis Cardinals,7-8,7.0,0.0,0.0,0,Philadelphia Phillies,St. Louis Cardinals,Z. Wheeler (R),R,M. Liberatore (L),L,0.0,0.0,M. Liberatore,3.93,Z. Wheeler,3.73,6,0
2025-04-13,Atlanta Braves,4-11,3.0,Tampa Bay Rays,7-8,8.0,0.0,2.0,1,Atlanta Braves,Tampa Bay Rays,C. Sale (L),L,J. Boyle (R),R,0.0,2.0,J. Boyle,0.0,C. Sale,6.63,6,0
2025-04-14,Colorado Rockies,3-13,3.0,Los Angeles Dodgers,12-6,5.0,0.0,2.0,1,Colorado Rockies,Los Angeles Dodgers,G. Marquez (R),R,B. Miller (R),R,1.0,7.0,B. Miller,18.0,G. Marquez,8.27,0,1
2025-04-14,Detroit Tigers,10-6,9.0,Milwaukee Brewers,8-9,1.0,2.0,0.0,1,Detroit Tigers,Milwaukee Brewers,K. Montero (R),R,J. Quintana (L),L,0.0,0.0,J. Quintana,0.71,K. Montero,9.0,0,0
2025-04-14,New York Mets,11-5,5.0,Minnesota Twins,5-12,1.0,0.0,0.0,0,New York Mets,Minnesota Twins,H. Brazoban (R),R,D. Festa (R),R,0.0,0.0,D. Festa,0.0,H. Brazoban,1.35,0,1
2025-04-14,Kansas City Royals,8-9,1.0,New York Yankees,9-7,4.0,0.0,0.0,0,Kansas City Royals,New York Yankees,K. Bubic (L),L,C. Schmidt (R),R,1.0,0.0,C. Schmidt,4.76,K. Bubic,1.88,0,0
2025-04-14,San Francisco Giants,12-4,10.0,Philadelphia Phillies,9-7,4.0,0.0,3.0,1,San Francisco Giants,Philadelphia Phillies,J. Hicks (R),R,C. Sanchez (L),L,1.0,5.0,C. Sanchez,2.96,J. Hicks,6.04,0,0
2025-04-14,Washington Nationals,6-10,3.0,Pittsburgh Pirates,6-11,10.0,0.0,1.0,1,Washington Nationals,Pittsburgh Pirates,T. Williams (R),R,A. Heaney (L),L,0.0,1.0,A. Heaney,2.13,T. Williams,5.95,0,0
2025-04-14,Chicago Cubs,11-8,4.0,San Diego Padres,14-3,10.0,0.0,0.0,0,Chicago Cubs,San Diego Padres,M. Boyd (L),L,N. Pivetta (R),R,0.0,0.0,N. Pivetta,1.57,M. Boyd,2.01,0,0
2025-04-14,Houston Astros,7-9,3.0,St. Louis Cardinals,8-8,8.0,0.0,0.0,0,Houston Astros,St. Louis Cardinals,R. Blanco (R),R,S. Matz (L),L,1.0,0.0,S. Matz,2.16,R. Blanco,6.48,0,0
2025-04-14,Boston Red Sox,8-10,1.0,Tampa Bay Rays,8-8,16.0,0.0,1.0,1,Boston Red Sox,Tampa Bay Rays,S. Newcomb (L),L,Z. Littell (R),R,0.0,0.0,Z. Littell,5.48,S. Newcomb,3.63,0,0
2025-04-14,Atlanta Braves,5-11,8.0,Toronto Blue Jays,9-8,4.0,2.0,0.0,1,Atlanta Braves,Toronto Blue Jays,S. Strider (R),R,C. Bassitt (R),R,0.0,0.0,C. Bassitt,0.77,S. Strider,3.6,0,1
2025-04-15,Cleveland Guardians,9-7,6.0,Baltimore Orioles,6-10,3.0,0.0,0.0,0,Cleveland Guardians,Baltimore Orioles,T. Bibee (R),R,T. Sugano (R),R,0.0,1.0,T. Sugano,3.43,T. Bibee,5.85,1,1
2025-04-15,Seattle Mariners,8-9,4.0,Cincinnati Reds,9-8,8.0,1.0,0.0,1,Seattle Mariners,Cincinnati Reds,E. Hancock (R),R,B. Singer (R),R,0.0,2.0,B. Singer,3.38,E. Hancock,12.71,1,1
2025-04-15,Colorado Rockies,3-14,2.0,Los Angeles Dodgers,13-6,6.0,0.0,0.0,0,Colorado Rockies,Los Angeles Dodgers,G. Marquez (R),R,B. Miller (R),R,1.0,7.0,B. Miller,18.0,G. Marquez,8.27,1,1
2025-04-15,Arizona Diamondbacks,10-7,10.0,Miami Marlins,8-8,4.0,0.0,0.0,0,Arizona Diamondbacks,Miami Marlins,E. Rodriguez (L),L,E. Cabrera (R),R,2.0,1.0,E. Cabrera,6.52,E. Rodriguez,4.09,1,0
2025-04-15,Detroit Tigers,10-7,0.0,Milwaukee Brewers,9-9,5.0,0.0,0.0,0,Detroit Tigers,Milwaukee Brewers,K. Montero (R),R,J. Quintana (L),L,0.0,0.0,J. Quintana,0.71,K. Montero,9.0,1,0
2025-04-15,New York Mets,11-6,3.0,Minnesota Twins,6-12,6.0,1.0,0.0,1,New York Mets,Minnesota Twins,H. Brazoban (R),R,D. Festa (R),R,0.0,0.0,D. Festa,0.0,H. Brazoban,1.35,1,1
2025-04-15,Kansas City Royals,8-10,2.0,New York Yankees,10-7,4.0,0.0,0.0,0,Kansas City Royals,New York Yankees,K. Bubic (L),L,C. Schmidt (R),R,1.0,0.0,C. Schmidt,4.76,K. Bubic,1.88,1,0
2025-04-15,San Francisco Giants,12-5,4.0,Philadelphia Phillies,10-7,6.0,0.0,0.0,0,San Francisco Giants,Philadelphia Phillies,J. Hicks (R),R,C. Sanchez (L),L,1.0,5.0,C. Sanchez,2.96,J. Hicks,6.04,1,0
2025-04-15,Washington Nationals,7-10,3.0,Pittsburgh Pirates,6-12,0.0,1.0,0.0,1,Washington Nationals,Pittsburgh Pirates,T. Williams (R),R,A. Heaney (L),L,0.0,1.0,A. Heaney,2.13,T. Williams,5.95,1,0
2025-04-15,Chicago Cubs,12-8,2.0,San Diego Padres,14-4,1.0,0.0,0.0,0,Chicago Cubs,San Diego Padres,M. Boyd (L),L,N. Pivetta (R),R,0.0,0.0,N. Pivetta,1.57,M. Boyd,2.01,1,0
2025-04-15,Houston Astros,8-9,2.0,St. Louis Cardinals,8-9,0.0,0.0,0.0,0,Houston Astros,St. Louis Cardinals,R. Blanco (R),R,S. Matz (L),L,1.0,0.0,S. Matz,2.16,R. Blanco,6.48,1,0
2025-04-15,Boston Red Sox,9-10,7.0,Tampa Bay Rays,8-9,4.0,1.0,0.0,1,Boston Red Sox,Tampa Bay Rays,S. Newcomb (L),L,Z. Littell (R),R,0.0,0.0,Z. Littell,5.48,S. Newcomb,3.63,1,0
2025-04-15,Los Angeles Angels,9-7,0.0,Texas Rangers,10-7,4.0,0.0,0.0,0,Los Angeles Angels,Texas Rangers,J. Kochanowicz (R),R,K. Rocker (R),R,1.0,1.0,K. Rocker,6.38,J. Kochanowicz,6.2,1,1
2025-04-15,Atlanta Braves,5-12,3.0,Toronto Blue Jays,10-8,6.0,1.0,0.0,1,Atlanta Braves,Toronto Blue Jays,S. Strider (R),R,C. Bassitt (R),R,0.0,0.0,C. Bassitt,0.77,S. Strider,3.6,1,1
2025-04-16,Cleveland Guardians,9-8,1.0,Baltimore Orioles,7-10,9.0,0.0,0.0,0,Cleveland Guardians,Baltimore Orioles,T. Bibee (R),R,T. Sugano (R),R,0.0,1.0,T. Sugano,3.43,T. Bibee,5.85,2,1
2025-04-16,Seattle Mariners,9-9,5.0,Cincinnati Reds,9-9,3.0,1.0,0.0,1,Seattle Mariners,Cincinnati Reds,E. Hancock (R),R,B. Singer (R),R,0.0,2.0,B. Singer,3.38,E. Hancock,12.71,2,1
2025-04-16,Colorado Rockies,3-15,7.0,Los Angeles Dodgers,14-6,8.0,1.0,7.0,1,Colorado Rockies,Los Angeles Dodgers,G. Marquez (R),R,B. Miller (R),R,1.0,7.0,B. Miller,18.0,G. Marquez,8.27,2,1
2025-04-16,Arizona Diamondbacks,11-7,6.0,Miami Marlins,8-9,2.0,0.0,0.0,0,Arizona Diamondbacks,Miami Marlins,E. Rodriguez (L),L,E. Cabrera (R),R,2.0,1.0,E. Cabrera,6.52,E. Rodriguez,4.09,2,0
2025-04-16,Detroit Tigers,10-8,1.0,Milwaukee Brewers,10-9,5.0,0.0,0.0,0,Detroit Tigers,Milwaukee Brewers,K. Montero (R),R,J. Quintana (L),L,0.0,0.0,J. Quintana,0.71,K. Montero,9.0,2,0
2025-04-16,New York Mets,11-7,3.0,Minnesota Twins,7-12,4.0,0.0,0.0,0,New York Mets,Minnesota Twins,H. Brazoban (R),R,D. Festa (R),R,0.0,0.0,D. Festa,0.0,H. Brazoban,1.35,2,1
2025-04-16,Kansas City Royals,8-11,3.0,New York Yankees,11-7,4.0,1.0,0.0,1,Kansas City Royals,New York Yankees,K. Bubic (L),L,C. Schmidt (R),R,1.0,0.0,C. Schmidt,4.76,K. Bubic,1.88,2,0
2025-04-16,San Francisco Giants,13-5,11.0,Philadelphia Phillies,10-8,4.0,4.0,2.0,1,San Francisco Giants,Philadelphia Phillies,J. Hicks (R),R,C. Sanchez (L),L,1.0,5.0,C. Sanchez,2.96,J. Hicks,6.04,2,0
2025-04-16,Washington Nationals,7-11,1.0,Pittsburgh Pirates,7-12,6.0,0.0,0.0,0,Washington Nationals,Pittsburgh Pirates,T. Williams (R),R,A. Heaney (L),L,0.0,1.0,A. Heaney,2.13,T. Williams,5.95,2,0
2025-04-16,Chicago Cubs,12-9,2.0,San Diego Padres,15-4,4.0,0.0,0.0,0,Chicago Cubs,San Diego Padres,M. Boyd (L),L,N. Pivetta (R),R,0.0,0.0,N. Pivetta,1.57,M. Boyd,2.01,2,0
2025-04-16,Houston Astros,8-10,1.0,St. Louis Cardinals,9-9,4.0,1.0,0.0,1,Houston Astros,St. Louis Cardinals,R. Blanco (R),R,S. Matz (L),L,1.0,0.0,S. Matz,2.16,R. Blanco,6.48,2,0
2025-04-16,Boston Red Sox,10-10,1.0,Tampa Bay Rays,8-10,0.0,0.0,0.0,0,Boston Red Sox,Tampa Bay Rays,S. Newcomb (L),L,Z. Littell (R),R,0.0,0.0,Z. Littell,5.48,S. Newcomb,3.63,2,0
2025-04-16,Los Angeles Angels,9-8,1.0,Texas Rangers,11-7,3.0,0.0,0.0,0,Los Angeles Angels,Texas Rangers,J. Kochanowicz (R),R,K. Rocker (R),R,1.0,1.0,K. Rocker,6.38,J. Kochanowicz,6.2,2,1
2025-04-16,Atlanta Braves,5-13,1.0,Toronto Blue Jays,11-8,3.0,0.0,0.0,0,Atlanta Braves,Toronto Blue Jays,S. Strider (R),R,C. Bassitt (R),R,0.0,0.0,C. Bassitt,0.77,S. Strider,3.6,2,1
2025-04-17,Cleveland Guardians,9-9,2.0,Baltimore Orioles,8-10,6.0,0.0,1.0,1,Cleveland Guardians,Baltimore Orioles,T. Bibee (R),R,T. Sugano (R),R,0.0,1.0,T. Sugano,3.43,T. Bibee,5.85,3,1
2025-04-17,Seattle Mariners,10-9,11.0,Cincinnati Reds,9-10,7.0,0.0,2.0,1,Seattle Mariners,Cincinnati Reds,E. Hancock (R),R,B. Singer (R),R,0.0,2.0,B. Singer,3.38,E. Hancock,12.71,3,1
2025-04-17,Kansas City Royals,8-12,1.0,Detroit Tigers,11-8,6.0,0.0,0.0,0,Kansas City Royals,Detroit Tigers,S. Lugo (R),R,C. Mize (R),R,0.0,0.0,C. Mize,2.6,S. Lugo,3.86,3,1
2025-04-17,Arizona Diamondbacks,12-7,6.0,Miami Marlins,8-10,4.0,2.0,1.0,1,Arizona Diamondbacks,Miami Marlins,E. Rodriguez (L),L,E. Cabrera (R),R,2.0,1.0,E. Cabrera,6.52,E. Rodriguez,4.09,3,0
2025-04-17,St. Louis Cardinals,9-10,1.0,New York Mets,12-7,4.0,0.0,0.0,0,St. Louis Cardinals,New York Mets,M. Liberatore (L),L,K. Senga (R),R,0.0,0.0,K. Senga,1.06,M. Liberatore,3.93,3,0
2025-04-17,San Francisco Giants,13-6,4.0,Philadelphia Phillies,11-8,6.0,1.0,5.0,1,San Francisco Giants,Philadelphia Phillies,J. Hicks (R),R,C. Sanchez (L),L,1.0,5.0,C. Sanchez,2.96,J. Hicks,6.04,3,0
2025-04-17,Washington Nationals,7-12,0.0,Pittsburgh Pirates,8-12,1.0,0.0,1.0,1,Washington Nationals,Pittsburgh Pirates,T. Williams (R),R,A. Heaney (L),L,0.0,1.0,A. Heaney,2.13,T. Williams,5.95,3,0
2025-04-17,New York Yankees,12-7,6.0,Tampa Bay Rays,8-11,3.0,1.0,0.0,1,New York Yankees,Tampa Bay Rays,C. Carrasco (R),R,S. Baz (R),R,2.0,0.0,S. Baz,1.42,C. Carrasco,5.94,3,1
2025-04-17,Los Angeles Angels,9-9,3.0,Texas Rangers,12-7,5.0,1.0,1.0,1,Los Angeles Angels,Texas Rangers,J. Kochanowicz (R),R,K. Rocker (R),R,1.0,1.0,K. Rocker,6.38,J. Kochanowicz,6.2,3,1
2025-04-18,Minnesota Twins,7-13,4.0,Atlanta Braves,6-13,6.0,0.0,0.0,0,Minnesota Twins,Atlanta Braves,C. Paddack (R),R,B. Elder (R),R,0.0,0.0,B. Elder,7.2,C. Paddack,7.27,4,1
2025-04-18,Cincinnati Reds,10-10,8.0,Baltimore Orioles,8-11,3.0,0.0,0.0,0,Cincinnati Reds,Baltimore Orioles,H. Greene (R),R,B. Young (R),R,1.0,2.0,B. Young,0.0,H. Greene,0.98,4,1
2025-04-18,Chicago White Sox,4-15,3.0,Boston Red Sox,11-10,10.0,0.0,3.0,1,Chicago White Sox,Boston Red Sox,S. Smith (R),R,G. Crochet (L),L,0.0,0.0,G. Crochet,1.38,S. Smith,2.04,4,0
2025-04-18,Arizona Diamondbacks,12-8,11.0,Chicago Cubs,13-9,13.0,0.0,0.0,0,Arizona Diamondbacks,Chicago Cubs,Z. Gallen (R),R,B. Brown (R),R,1.0,2.0,B. Brown,5.09,Z. Gallen,4.64,4,1
2025-04-18,Washington Nationals,7-12,,Colorado Rockies,3-15,,0.0,0.0,0,Washington Nationals,Colorado Rockies,M. Gore (L),L,C. Dollander (R),R,0.0,0.0,C. Dollander,5.06,M. Gore,3.52,4,0
2025-04-18,Kansas City Royals,8-13,3.0,Detroit Tigers,12-8,7.0,1.0,0.0,1,Kansas City Royals,Detroit Tigers,S. Lugo (R),R,C. Mize (R),R,0.0,0.0,C. Mize,2.6,S. Lugo,3.86,4,1
2025-04-18,San Diego Padres,15-5,4.0,Houston Astros,9-10,6.0,0.0,0.0,0,San Diego Padres,Houston Astros,K. Hart (L),L,R. Gusto (R),R,0.0,0.0,R. Gusto,3.18,K. Hart,6.48,4,0
2025-04-18,San Francisco Giants,13-7,0.0,Los Angeles Angels,10-9,2.0,0.0,0.0,0,San Francisco Giants,Los Angeles Angels,L. Webb (R),R,T. Anderson (L),L,0.0,0.0,T. Anderson,2.08,L. Webb,2.4,4,0
2025-04-18,St. Louis Cardinals,9-11,4.0,New York Mets,13-7,5.0,0.0,0.0,0,St. Louis Cardinals,New York Mets,M. Liberatore (L),L,K. Senga (R),R,0.0,0.0,K. Senga,1.06,M. Liberatore,3.93,4,0
2025-04-18,Miami Marlins,8-11,2.0,Philadelphia Phillies,12-8,7.0,0.0,2.0,1,Miami Marlins,Philadelphia Phillies,C. Quantrill (R),R,T. Walker (R),R,0.0,0.0,T. Walker,2.3,C. Quantrill,5.79,4,1
2025-04-18,Cleveland Guardians,10-9,10.0,Pittsburgh Pirates,8-13,7.0,0.0,1.0,1,Cleveland Guardians,Pittsburgh Pirates,B. Lively (R),R,P. Skenes (R),R,0.0,0.0,P. Skenes,2.96,B. Lively,4.87,4,1
2025-04-18,New York Yankees,13-7,1.0,Tampa Bay Rays,8-12,0.0,0.0,0.0,0,New York Yankees,Tampa Bay Rays,C. Carrasco (R),R,S. Baz (R),R,2.0,0.0,S. Baz,1.42,C. Carrasco,5.94,4,1
2025-04-18,Los Angeles Dodgers,15-6,3.0,Texas Rangers,12-8,0.0,1.0,0.0,1,Los Angeles Dodgers,Texas Rangers,R. Sasaki (R),R,N. Eovaldi (R),R,0.0,0.0,N. Eovaldi,2.55,R. Sasaki,3.29,4,1
2025-04-18,Seattle Mariners,10-10,1.0,Toronto Blue Jays,12-8,3.0,0.0,1.0,1,Seattle Mariners,Toronto Blue Jays,L. Gilbert (R),R,J. Berrios (R),R,0.0,1.0,J. Berrios,5.16,L. Gilbert,2.38,4,1
2025-04-19,Minnesota Twins,7-14,3.0,Atlanta Braves,7-13,4.0,1.0,1.0,1,Minnesota Twins,Atlanta Braves,C. Paddack (R),R,B. Elder (R),R,0.0,0.0,B. Elder,7.2,C. Paddack,7.27,5,1
2025-04-19,Cincinnati Reds,10-11,5.0,Baltimore Orioles,9-11,9.0,1.0,2.0,1,Cincinnati Reds,Baltimore Orioles,H. Greene (R),R,B. Young (R),R,1.0,2.0,B. Young,0.0,H. Greene,0.98,5,1
2025-04-19,Chicago White Sox,4-16,3.0,Boston Red Sox,12-10,4.0,0.0,0.0,0,Chicago White Sox,Boston Red Sox,S. Smith (R),R,G. Crochet (L),L,0.0,0.0,G. Crochet,1.38,S. Smith,2.04,5,0
2025-04-19,Arizona Diamondbacks,12-9,2.0,Chicago Cubs,14-9,6.0,1.0,2.0,1,Arizona Diamondbacks,Chicago Cubs,Z. Gallen (R),R,B. Brown (R),R,1.0,2.0,B. Brown,5.09,Z. Gallen,4.64,5,1
2025-04-19,Washington Nationals,8-12,12.0,Colorado Rockies,3-16,11.0,0.0,0.0,0,Washington Nationals,Colorado Rockies,M. Gore (L),L,C. Dollander (R),R,0.0,0.0,C. Dollander,5.06,M. Gore,3.52,5,0
2025-04-19,Kansas City Royals,8-14,1.0,Detroit Tigers,13-8,3.0,0.0,0.0,0,Kansas City Royals,Detroit Tigers,S. Lugo (R),R,C. Mize (R),R,0.0,0.0,C. Mize,2.6,S. Lugo,3.86,5,1
2025-04-19,San Diego Padres,15-6,2.0,Houston Astros,10-10,3.0,0.0,0.0,0,San Diego Padres,Houston Astros,K. Hart (L),L,R. Gusto (R),R,0.0,0.0,R. Gusto,3.18,K. Hart,6.48,5,0
2025-04-19,San Francisco Giants,14-7,3.0,Los Angeles Angels,10-10,2.0,2.0,0.0,1,San Francisco Giants,Los Angeles Angels,L. Webb (R),R,T. Anderson (L),L,0.0,0.0,T. Anderson,2.08,L. Webb,2.4,5,0
2025-04-19,St. Louis Cardinals,9-12,0.0,New York Mets,14-7,3.0,0.0,0.0,0,St. Louis Cardinals,New York Mets,M. Liberatore (L),L,K. Senga (R),R,0.0,0.0,K. Senga,1.06,M. Liberatore,3.93,5,0
2025-04-19,Miami Marlins,8-12,10.0,Philadelphia Phillies,13-8,11.0,0.0,0.0,0,Miami Marlins,Philadelphia Phillies,C. Quantrill (R),R,T. Walker (R),R,0.0,0.0,T. Walker,2.3,C. Quantrill,5.79,5,1
2025-04-19,Cleveland Guardians,11-9,3.0,Pittsburgh Pirates,8-14,0.0,0.0,0.0,0,Cleveland Guardians,Pittsburgh Pirates,B. Lively (R),R,P. Skenes (R),R,0.0,0.0,P. Skenes,2.96,B. Lively,4.87,5,1
2025-04-19,New York Yankees,13-8,8.0,Tampa Bay Rays,9-12,10.0,2.0,0.0,1,New York Yankees,Tampa Bay Rays,C. Carrasco (R),R,S. Baz (R),R,2.0,0.0,S. Baz,1.42,C. Carrasco,5.94,5,1
2025-04-19,Los Angeles Dodgers,15-7,3.0,Texas Rangers,13-8,4.0,0.0,0.0,0,Los Angeles Dodgers,Texas Rangers,R. Sasaki (R),R,N. Eovaldi (R),R,0.0,0.0,N. Eovaldi,2.55,R. Sasaki,3.29,5,1
2025-04-19,Seattle Mariners,11-10,8.0,Toronto Blue Jays,12-9,4.0,0.0,1.0,1,Seattle Mariners,Toronto Blue Jays,L. Gilbert (R),R,J. Berrios (R),R,0.0,1.0,J. Berrios,5.16,L. Gilbert,2.38,5,1
2025-04-20,Minnesota Twins,7-14,,Atlanta Braves,7-13,,0.0,0.0,0,Minnesota Twins,Atlanta Braves,C. Paddack (R),R,B. Elder (R),R,0.0,0.0,B. Elder,7.2,C. Paddack,7.27,6,1
2025-04-20,Cincinnati Reds,10-11,,Baltimore Orioles,9-11,,0.0,0.0,0,Cincinnati Reds,Baltimore Orioles,H. Greene (R),R,B. Young (R),R,1.0,2.0,B. Young,0.0,H. Greene,0.98,6,1
2025-04-20,Chicago White Sox,4-16,,Boston Red Sox,12-10,,0.0,0.0,0,Chicago White Sox,Boston Red Sox,S. Smith (R),R,G. Crochet (L),L,0.0,0.0,G. Crochet,1.38,S. Smith,2.04,6,0
2025-04-20,Arizona Diamondbacks,12-9,,Chicago Cubs,14-9,,0.0,0.0,0,Arizona Diamondbacks,Chicago Cubs,Z. Gallen (R),R,B. Brown (R),R,1.0,2.0,B. Brown,5.09,Z. Gallen,4.64,6,1
2025-04-20,Washington Nationals,8-12,,Colorado Rockies,3-16,,0.0,0.0,0,Washington Nationals,Colorado Rockies,M. Gore (L),L,C. Dollander (R),R,0.0,0.0,C. Dollander,5.06,M. Gore,3.52,6,0
2025-04-20,Washington Nationals,8-12,,Colorado Rockies,3-16,,0.0,0.0,0,Washington Nationals,Colorado Rockies,M. Gore (L),L,C. Dollander (R),R,0.0,0.0,C. Dollander,5.06,M. Gore,3.52,6,0
2025-04-20,Kansas City Royals,8-14,,Detroit Tigers,13-8,,0.0,0.0,0,Kansas City Royals,Detroit Tigers,S. Lugo (R),R,C. Mize (R),R,0.0,0.0,C. Mize,2.6,S. Lugo,3.86,6,1
2025-04-20,San Diego Padres,15-6,,Houston Astros,10-10,,0.0,0.0,0,San Diego Padres,Houston Astros,K. Hart (L),L,R. Gusto (R),R,0.0,0.0,R. Gusto,3.18,K. Hart,6.48,6,0
2025-04-20,San Francisco Giants,14-7,,Los Angeles Angels,10-10,,0.0,0.0,0,San Francisco Giants,Los Angeles Angels,L. Webb (R),R,T. Anderson (L),L,0.0,0.0,T. Anderson,2.08,L. Webb,2.4,6,0
2025-04-20,St. Louis Cardinals,9-12,,New York Mets,14-7,,0.0,0.0,0,St. Louis Cardinals,New York Mets,M. Liberatore (L),L,K. Senga (R),R,0.0,0.0,K. Senga,1.06,M. Liberatore,3.93,6,0
2025-04-20,Miami Marlins,8-12,,Philadelphia Phillies,13-8,,0.0,0.0,0,Miami Marlins,Philadelphia Phillies,C. Quantrill (R),R,T. Walker (R),R,0.0,0.0,T. Walker,2.3,C. Quantrill,5.79,6,1
2025-04-20,Cleveland Guardians,11-9,,Pittsburgh Pirates,8-14,,0.0,0.0,0,Cleveland Guardians,Pittsburgh Pirates,B. Lively (R),R,P. Skenes (R),R,0.0,0.0,P. Skenes,2.96,B. Lively,4.87,6,1
2025-04-20,New York Yankees,13-8,,Tampa Bay Rays,9-12,,0.0,0.0,0,New York Yankees,Tampa Bay Rays,C. Carrasco (R),R,S. Baz (R),R,2.0,0.0,S. Baz,1.42,C. Carrasco,5.94,6,1
2025-04-20,Los Angeles Dodgers,15-7,,Texas Rangers,13-8,,0.0,0.0,0,Los Angeles Dodgers,Texas Rangers,R. Sasaki (R),R,N. Eovaldi (R),R,0.0,0.0,N. Eovaldi,2.55,R. Sasaki,3.29,6,1
2025-04-20,Seattle Mariners,11-10,,Toronto Blue Jays,12-9,,0.0,0.0,0,Seattle Mariners,Toronto Blue Jays,L. Gilbert (R),R,J. Berrios (R),R,0.0,1.0,J. Berrios,5.16,L. Gilbert,2.38,6,1
2025-04-21,Chicago White Sox,4-16,,Boston Red Sox,12-10,,0.0,0.0,0,Chicago White Sox,Boston Red Sox,S. Smith (R),R,G. Crochet (L),L,0.0,0.0,G. Crochet,1.38,S. Smith,2.04,0,0
